location,time_step,demand
DEN,274,5454.60336058151
DEN,275,5395.57666155391
DEN,276,5432.5934050119
DEN,277,5360.5608231477
DEN,278,5328.54634231917
DEN,279,5261.51602308444
DEN,280,5179.47891596133
DEN,281,5308.53729180134
DEN,282,5669.7006536482
DEN,283,5401.57937670926
DEN,284,5041.41646738829
DEN,285,4688.25672574857
DEN,286,4391.12232555877
DEN,287,4038.96303644493
DEN,288,3746.8308988846
DEN,289,3495.71731488581
DEN,290,3257.60961372362
DEN,291,3151.56164597911
DEN,292,3151.56164597911
DEN,293,3224.59468036919
DEN,294,3479.71007447155
DEN,295,4170.02231733673
DEN,296,4960.37981279107
DEN,297,5236.50470993715
DEN,298,5211.49339678986
DEN,299,5281.52507360227
DEN,300,5268.51919076568
DEN,301,5188.48298869435
DEN,302,5167.47348565063
DEN,303,5088.4377361052
DEN,304,4930.36623701433
DEN,305,5061.42551790612
DEN,306,5507.62734445376
DEN,307,5304.53548169778
DEN,308,4969.3838855241
DEN,309,4610.22142872902
DEN,310,4288.07571539194
DEN,311,3936.91687880399
DEN,312,3625.77614325171
DEN,313,3394.67160977076
DEN,314,3246.60463593881
DEN,315,3211.5887975326
DEN,316,3235.599658154
DEN,317,3286.62273697447
DEN,318,3536.73586844737
DEN,319,4220.04494363131
DEN,320,4982.38976836069
DEN,321,5278.52371602459
DEN,322,5253.51240287731
DEN,323,5343.55313020755
DEN,324,5329.54679484506
DEN,325,5202.48932405683
DEN,326,5201.48887153094
DEN,327,5110.44769167481
DEN,328,4978.38795825712
DEN,329,5190.48389374614
DEN,330,5633.6843627161
DEN,331,5407.58209186461
DEN,332,5056.42325527667
DEN,333,4703.26351363694
DEN,334,4383.11870535164
DEN,335,4055.97072938509
DEN,336,3728.82275341855
DEN,337,3496.7177674117
DEN,338,3367.65939157169
DEN,339,3319.63767032889
DEN,340,3337.64581579494
DEN,341,3433.68925828053
DEN,342,3714.81641805607
DEN,343,4406.12911344714
DEN,344,5182.480273539
DEN,345,5465.60833836632
DEN,346,5479.6146737288
DEN,347,5567.65449600726
DEN,348,5574.6576636885
DEN,349,5557.64997074834
DEN,350,5456.60426563329
DEN,351,5363.56218072538
DEN,352,5217.49611194521
DEN,353,5340.55177262987
DEN,354,5651.69250818215
DEN,355,5420.5879747012
DEN,356,5062.42597043201
DEN,357,4731.2761843619
DEN,358,4426.13816396497
DEN,359,4061.97344454044
DEN,360,3849.87750905143
DEN,361,3595.76256747497
DEN,362,3443.69378353945
DEN,363,3419.68292291805
DEN,364,3405.67658755557
DEN,365,3492.71595730814
DEN,366,3763.83859182475
DEN,367,4356.10648715256
DEN,368,5118.45131188194
DEN,369,5366.56353830305
DEN,370,5309.53774432723
DEN,371,5351.55675041468
DEN,372,5229.50154225591
DEN,373,5030.41148960348
DEN,374,4880.34361071975
DEN,375,4718.27030152531
DEN,376,4634.23228935042
DEN,377,4833.32234200284
DEN,378,5299.53321906832
DEN,379,5139.46081492567
DEN,380,4678.25220048965
DEN,381,4304.0829558062
DEN,382,4049.96801422974
DEN,383,3753.83406656584
DEN,384,3472.7069067903
DEN,385,3238.60101573168
DEN,386,3084.53132674437
DEN,387,2995.49105194002
DEN,388,2980.48426405165
DEN,389,3004.49512467305
DEN,390,3092.53494695151
DEN,391,3326.64083801013
DEN,392,3649.78700387311
DEN,393,3978.93588489144
DEN,394,4187.03001027689
DEN,395,4284.07390528837
DEN,396,4252.05942445984
DEN,397,4172.02322238851
DEN,398,4085.98430516184
DEN,399,4036.96213139315
DEN,400,4077.98068495471
DEN,401,4360.10829725613
DEN,402,4872.33999051262
DEN,403,4771.29428539757
DEN,404,4413.13228112838
DEN,405,4101.9915455761
DEN,406,3877.89017977639
DEN,407,3640.78293114009
DEN,408,3442.69333101356
DEN,409,3237.60056320578
DEN,410,3094.53585200329
DEN,411,3012.49874488018
DEN,412,2981.48471657754
DEN,413,3000.49331456948
DEN,414,3072.52589643367
DEN,415,3231.59784805044
DEN,416,3470.70600173852
DEN,417,3762.83813929886
DEN,418,3990.94131520214
DEN,419,4126.0024061975
DEN,420,4178.02593754386
DEN,421,4170.02231733673
DEN,422,4136.00693145642
DEN,423,4102.991998102
DEN,424,4163.01914965549
DEN,425,4496.16984077738
DEN,426,5027.41013202581
DEN,427,4905.35492386704
DEN,428,4541.19020444251
DEN,429,4250.05851940806
DEN,430,3976.93497983966
DEN,431,3678.80012712397
DEN,432,3398.67341987433
DEN,433,3181.57522175586
DEN,434,3065.52272875243
DEN,435,3035.50915297569
DEN,436,3064.52227622654
DEN,437,3142.55757324609
DEN,438,3441.69287848767
DEN,439,4191.03182038045
DEN,440,5026.40967949992
DEN,441,5298.53276654243
DEN,442,5271.52054834335
DEN,443,5336.54996252631
DEN,444,5310.53819685312
DEN,445,5194.4857038497
DEN,446,5206.4911341604
DEN,447,5128.45583714086
DEN,448,5020.40696434457
DEN,449,5211.49339678986
DEN,450,5654.69386575983
DEN,451,5427.59114238244
DEN,452,5080.43411589806
DEN,453,4694.25944090392
DEN,454,4385.11961040342
DEN,455,4005.94810309051
DEN,456,3637.78157356241
DEN,457,3427.68654312518
DEN,458,3290.62454707804
DEN,459,3231.59784805044
DEN,460,3248.60554099059
DEN,461,3343.64853095029
DEN,462,3613.77071294102
DEN,463,4348.10286694543
DEN,464,5162.47122302117
DEN,465,5432.5934050119
DEN,466,5404.58073428693
DEN,467,5469.61014846988
DEN,468,5431.592952486
DEN,469,5338.55086757809
DEN,470,5336.54996252631
DEN,471,5267.51873823979
DEN,472,5162.47122302117
DEN,473,5327.54588979328
DEN,474,5756.74002340077
DEN,475,5525.63548991981
DEN,476,5115.44995430427
DEN,477,4747.28342477617
DEN,478,4463.15490742296
DEN,479,4090.9865677913
DEN,480,3702.81098774537
DEN,481,3458.70057142782
DEN,482,3338.64626832083
DEN,483,3278.61911676734
DEN,484,3291.62499960393
DEN,485,3368.65984409758
DEN,486,3639.7824786142
DEN,487,4365.11055988559
DEN,488,5168.47393817652
DEN,489,5373.56670598429
DEN,490,5339.55132010398
DEN,491,5392.57530397623
DEN,492,5329.54679484506
DEN,493,5227.50063720412
DEN,494,5225.49973215234
DEN,495,5159.4698654435
DEN,496,5063.42642295791
DEN,497,5237.50516246304
DEN,498,5712.72011226154
DEN,499,5491.6201040395
DEN,500,5136.45945734799
DEN,501,4804.30921875199
DEN,502,4471.15852763009
DEN,503,4099.99064052432
DEN,504,3745.8304463587
DEN,505,3485.71278962689
DEN,506,3366.6589390458
DEN,507,3294.6263571816
DEN,508,3313.63495517354
DEN,509,3381.66572693417
DEN,510,3674.7983170204
DEN,511,4378.11644272218
DEN,512,5192.48479879792
DEN,513,5411.58390196817
DEN,514,5386.57258882088
DEN,515,5422.58887975298
DEN,516,5383.57123124321
DEN,517,5269.51964329157
DEN,518,5251.51149782552
DEN,519,5140.46126745156
DEN,520,5042.41691991418
DEN,521,5192.48479879792
DEN,522,5702.71558700262
DEN,523,5504.62598687609
DEN,524,5133.45809977032
DEN,525,4799.30695612253
DEN,526,4509.17572361397
DEN,527,4131.00466882696
DEN,528,3769.8413069801
DEN,529,3531.73360581791
DEN,530,3397.67296734844
DEN,531,3316.63631275122
DEN,532,3346.64988852797
DEN,533,3433.68925828053
DEN,534,3716.81732310785
DEN,535,4435.142236698
DEN,536,5235.50425741126
DEN,537,5433.59385753779
DEN,538,5409.58299691639
DEN,539,5473.61195857345
DEN,540,5401.57937670926
DEN,541,5231.50244730769
DEN,542,5111.4481442007
DEN,543,4945.3730249027
DEN,544,4856.33275009835
DEN,545,5058.42416032845
DEN,546,5551.64725559299
DEN,547,5420.5879747012
DEN,548,4983.39022088658
DEN,549,4592.21328326297
DEN,550,4323.09155379814
DEN,551,4040.96394149672
DEN,552,3800.85533528274
DEN,553,3570.75125432768
DEN,554,3433.68925828053
DEN,555,3363.65758146812
DEN,556,3338.64626832083
DEN,557,3356.65441378688
DEN,558,3448.69604616891
DEN,559,3663.79333923559
DEN,560,3974.93407478787
DEN,561,4259.06259214108
DEN,562,4455.15128721583
DEN,563,4581.20830547817
DEN,564,4580.20785295228
DEN,565,4497.17029330328
DEN,566,4403.12775586947
DEN,567,4284.07390528837
DEN,568,4238.05308909736
DEN,569,4452.14992963815
DEN,570,5039.41556233651
DEN,571,4944.37257237681
DEN,572,4528.18432160591
DEN,573,4209.0399658465
DEN,574,3992.94222025392
DEN,575,3758.83632919529
DEN,576,3537.73632097326
DEN,577,3347.65034105386
DEN,578,3206.58653490315
DEN,579,3138.55576314252
DEN,580,3111.54354494345
DEN,581,3125.54988030593
DEN,582,3177.57341165229
DEN,583,3334.64445821727
DEN,584,3598.76392505264
DEN,585,3847.87660399964
DEN,586,4026.95760613424
DEN,587,4058.97208696277
DEN,588,4075.97977990292
DEN,589,4019.95443845299
DEN,590,3958.92683437361
DEN,591,3905.90285050136
DEN,592,3941.91914143345
DEN,593,4248.05761435627
DEN,594,5001.39836635263
DEN,595,4955.37755016162
DEN,596,4636.2331944022
DEN,597,4281.0725477107
DEN,598,4021.95534350478
DEN,599,3709.81415542661
DEN,600,3426.68609059929
DEN,601,3242.60282583524
DEN,602,3143.55802577198
DEN,603,3109.54263989166
DEN,604,3155.56345608268
DEN,605,3260.61097130129
DEN,606,3520.7286280331
DEN,607,4270.06756992589
DEN,608,5072.43049569093
DEN,609,5301.5341241201
DEN,610,5317.54136453437
DEN,611,5399.57847165747
DEN,612,5390.57439892445
DEN,613,5304.53548169778
DEN,614,5319.54226958615
DEN,615,5234.50380488536
DEN,616,5101.44361894179
DEN,617,5197.48706142738
DEN,618,5677.70427385533
DEN,619,5446.59974037438
DEN,620,5015.40470171511
DEN,621,4653.24088734236
DEN,622,4350.10377199721
DEN,623,4006.9485556164
DEN,624,3681.80148470164
DEN,625,3456.69966637604
DEN,626,3337.64581579494
DEN,627,3294.6263571816
DEN,628,3297.62771475928
DEN,629,3373.66210672704
DEN,630,3650.787456399
DEN,631,4330.09472147938
DEN,632,5106.44588157124
DEN,633,5292.53005138708
DEN,634,5236.50470993715
DEN,635,5255.51330792909
DEN,636,5174.47665333187
DEN,637,5046.41873001775
DEN,638,5038.41510981062
DEN,639,4931.36668954022
DEN,640,4813.31329148501
DEN,641,4933.367594592
DEN,642,5547.64544548943
DEN,643,5389.57394639856
DEN,644,5055.42280275077
DEN,645,4686.25582069678
DEN,646,4374.11463261861
DEN,647,3988.94041015036
DEN,648,3595.76256747497
DEN,649,3351.65215115742
DEN,650,3238.60101573168
DEN,651,3184.57657933353
DEN,652,3201.58427227369
DEN,653,3283.6213793968
DEN,654,3559.74627654287
DEN,655,4268.06666487411
DEN,656,5058.42416032845
DEN,657,5282.52552612816
DEN,658,5277.5232634987
DEN,659,5363.56218072538
DEN,660,5379.56942113964
DEN,661,5310.53819685312
DEN,662,5360.5608231477
DEN,663,5315.54045948258
DEN,664,5204.49022910862
DEN,665,5341.55222515576
DEN,666,5721.72418499456
DEN,667,5462.60698078864
DEN,668,5095.44090378644
DEN,669,4752.28568740563
DEN,670,4470.1580751042
DEN,671,4121.00014356804
DEN,672,3730.82365847033
DEN,673,3495.71731488581
DEN,674,3408.67794513324
DEN,675,3388.66889461541
DEN,676,3400.67432492611
DEN,677,3462.70238153139
DEN,678,3700.81008269358
DEN,679,4341.09969926419
DEN,680,5102.44407146768
DEN,681,5284.52643117994
DEN,682,5285.52688370584
DEN,683,5343.55313020755
DEN,684,5310.53819685312
DEN,685,5242.5074250925
DEN,686,5192.48479879792
DEN,687,5159.4698654435
DEN,688,5047.41918254364
DEN,689,5145.46353008102
DEN,690,5632.68391019021
DEN,691,5458.60517068508
DEN,692,5113.44904925248
DEN,693,4777.29700055292
DEN,694,4444.14630943102
DEN,695,4043.96529907439
DEN,696,3677.79967459808
DEN,697,3425.6856380734
DEN,698,3293.62590465571
DEN,699,3229.59694299865
DEN,700,3229.59694299865
DEN,701,3311.63405012176
DEN,702,3578.75487453481
DEN,703,4301.08159822853
DEN,704,5110.44769167481
DEN,705,5316.54091200847
DEN,706,5297.53231401653
DEN,707,5315.54045948258
DEN,708,5270.52009581746
DEN,709,5092.43954620876
DEN,710,4932.36714206611
DEN,711,4769.29338034578
DEN,712,4669.24812775663
DEN,713,4806.31012380377
DEN,714,5302.53457664599
DEN,715,5232.50289983358
DEN,716,4809.31148138145
DEN,717,4452.14992963815
DEN,718,4149.01281429301
DEN,719,3854.87977168088
DEN,720,3555.74446643931
DEN,721,3312.63450264765
DEN,722,3154.56300355678
DEN,723,3085.53177927027
DEN,724,3077.52815906313
DEN,725,3094.53585200329
DEN,726,3173.57160154872
DEN,727,3380.66527440828
DEN,728,3734.8254685739
DEN,729,4087.98521021362
DEN,730,4349.10331947132
DEN,731,4434.14178417211
DEN,732,4366.11101241148
DEN,733,4265.06530729643
DEN,734,4181.02729512154
DEN,735,4126.0024061975
DEN,736,4140.00874155998
DEN,737,4359.10784473024
DEN,738,4876.34180061618
DEN,739,4827.31962684749
DEN,740,4472.15898015599
DEN,741,4177.02548501797
DEN,742,3934.91597375221
DEN,743,3710.8146079525
DEN,744,3473.7073593162
DEN,745,3352.2224208063
DEN,746,3160.7654007179
DEN,747,3082.34949355403
DEN,748,3067.07366748315
DEN,749,3093.55176600601
DEN,750,3182.15155721714
DEN,751,3351.20403240158
DEN,752,3608.85629879714
DEN,753,3863.45339997853
DEN,754,4116.01372435046
DEN,755,4247.38582856006
DEN,756,4259.60648941676
DEN,757,4219.88934163247
DEN,758,4198.50318513323
DEN,759,4162.85959096784
DEN,760,4185.2641358718
DEN,761,4390.97859362636
DEN,762,5025.43456977037
DEN,763,5023.39779296092
DEN,764,4743.3409816614
DEN,765,4382.83148638856
DEN,766,4105.82984030321
DEN,767,3807.44203771862
DEN,768,3540.62427568053
DEN,769,3347.13047878267
DEN,770,3254.45713395265
DEN,771,3238.16291947704
DEN,772,3269.73296002353
DEN,773,3349.16725559213
DEN,774,3588.48853070263
DEN,775,4340.05917339008
DEN,776,5148.65956674217
DEN,777,5335.02464480694
DEN,778,5374.74179259124
DEN,779,5440.9370388984
DEN,780,5388.99923025739
DEN,781,5271.88456371396
DEN,782,5269.84778690451
DEN,783,5176.15605366976
DEN,784,5059.04138712632
DEN,785,5136.43890588546
DEN,786,5732.1961226499
DEN,787,5614.06306770174
DEN,788,5256.60873764307
DEN,789,4878.7866394899
DEN,790,4551.883961573
DEN,791,4173.04347501509
DEN,792,3787.07426962411
DEN,793,3546.73460610888
DEN,794,3432.67510477962
DEN,795,3379.71890773389
DEN,796,3404.16022944731
DEN,797,3468.31869894502
DEN,798,3781.98232760048
DEN,799,4540.68168912101
DEN,800,5332.98786799749
DEN,801,5475.56224465907
DEN,802,5467.41513742126
DEN,803,5523.42649968117
DEN,804,5457.23125337401
DEN,805,5317.71204192661
DEN,806,5296.32588542737
DEN,807,5227.07547390603
DEN,808,5125.23663343348
DEN,809,5199.57898697844
DEN,810,5761.72938638694
DEN,811,5663.96409953329
DEN,812,5307.52815787935
DEN,813,4941.92672058288
DEN,814,4609.93210064235
DEN,815,4236.18355610808
DEN,816,3855.30629274072
DEN,817,3617.00340603494
DEN,818,3504.98068151513
DEN,819,3463.22675692139
DEN,820,3482.57613661117
DEN,821,3575.2494814412
DEN,822,3856.32468114545
DEN,823,4591.60110935729
DEN,824,5388.99923025739
DEN,825,5524.44488808589
DEN,826,5522.40811127644
DEN,827,5562.12525906074
DEN,828,5502.04034318193
DEN,829,5386.96245344794
DEN,830,5397.1463374952
DEN,831,5323.82237235496
DEN,832,5181.24799569338
DEN,833,5230.13063912021
DEN,834,5785.15231969563
DEN,835,5682.29509081835
DEN,836,5322.80398395023
DEN,837,4975.53353793882
DEN,838,4641.50214118884
DEN,839,4239.23872132225
DEN,840,3873.63728402578
DEN,841,3619.0401828444
DEN,842,3495.8151858726
DEN,843,3437.76704680325
DEN,844,3447.9509308505
DEN,845,3532.47716844272
DEN,846,3826.79141740841
DEN,847,4556.97590359662
DEN,848,5328.91431437859
DEN,849,5486.76451711105
DEN,850,5453.1576997551
DEN,851,5423.62443601806
DEN,852,5356.41080130618
DEN,853,5203.65254059735
DEN,854,5169.02733483668
DEN,855,5077.37237841138
DEN,856,4940.90833217815
DEN,857,5004.04841327114
DEN,858,5596.75046482141
DEN,859,5599.80563003558
DEN,860,5282.06844776121
DEN,861,4948.03705101123
DEN,862,4626.22631511796
DEN,863,4274.88231548765
DEN,864,3915.39120861953
DEN,865,3702.54803203189
DEN,866,3571.17592782229
DEN,867,3526.36683801437
DEN,868,3533.49555684745
DEN,869,3628.20567848693
DEN,870,3903.17054776282
DEN,871,4643.53891799829
DEN,872,5411.40377516136
DEN,873,5545.83104458513
DEN,874,5522.40811127644
DEN,875,5490.83807072995
DEN,876,5360.48435492508
DEN,877,5148.65956674217
DEN,878,4998.95647124751
DEN,879,4837.03271489615
DEN,880,4756.58003092283
DEN,881,4889.98891194188
DEN,882,5421.58765920861
DEN,883,5363.53952013926
DEN,884,4929.70605972617
DEN,885,4524.38747464541
DEN,886,4235.16516770335
DEN,887,3933.72219990459
DEN,888,3634.31600891528
DEN,889,3370.55341209136
DEN,890,3228.99742383451
DEN,891,3164.8389543368
DEN,892,3146.50796305174
DEN,893,3188.26188764549
DEN,894,3280.93523247551
DEN,895,3535.5323336569
DEN,896,3839.01207826511
DEN,897,4110.92178232683
DEN,898,4329.87528934283
DEN,899,4465.32094717132
DEN,900,4476.52321962331
DEN,901,4433.75090662483
DEN,902,4372.6476023413
DEN,903,4310.52590965304
DEN,904,4265.71681984512
DEN,905,4402.18086607834
DEN,906,4978.588703153
DEN,907,5009.14035529477
DEN,908,4641.50214118884
DEN,909,4356.35338786569
DEN,910,4119.06888956464
DEN,911,3916.40959702426
DEN,912,3745.32034503036
DEN,913,3655.70216541452
DEN,914,3515.16456556239
DEN,915,3434.71188158907
DEN,916,3409.25217147093
DEN,917,3414.34411349456
DEN,918,3491.7416322537
DEN,919,3590.52530751208
DEN,920,3829.84658262258
DEN,921,4028.43232154407
DEN,922,4183.22735906235
DEN,923,4235.16516770335
DEN,924,4241.2754981317
DEN,925,4268.77198505929
DEN,926,4084.44368380397
DEN,927,4007.04616504483
DEN,928,3975.47612449834
DEN,929,4158.78603734893
DEN,930,4801.38912073076
DEN,931,4891.0073003466
DEN,932,4606.87693542818
DEN,933,4310.52590965304
DEN,934,4094.62756785123
DEN,935,3811.51559133752
DEN,936,3569.13915101284
DEN,937,3389.90279178115
DEN,938,3406.19700625676
DEN,939,3409.25217147093
DEN,940,3415.36250189929
DEN,941,3516.18295396712
DEN,942,3640.42633934363
DEN,943,4228.03644887027
DEN,944,4899.15440758441
DEN,945,5099.77692331534
DEN,946,5141.53084790909
DEN,947,5163.93539281305
DEN,948,5105.88725374369
DEN,949,4986.7358103908
DEN,950,4950.07382782068
DEN,951,4844.16143372923
DEN,952,4653.72280204555
DEN,953,4657.79635566445
DEN,954,5221.98353188241
DEN,955,5304.47299266517
DEN,956,4941.92672058288
DEN,957,4540.68168912101
DEN,958,4255.53293579786
DEN,959,3916.40959702426
DEN,960,3586.45175389318
DEN,961,3384.81084975752
DEN,962,3303.33977737948
DEN,963,3349.16725559213
DEN,964,3378.70051932917
DEN,965,3458.13481489776
DEN,966,3724.95257693585
DEN,967,4194.42963151433
DEN,968,4889.98891194188
DEN,969,5088.57465086336
DEN,970,5068.20688276885
DEN,971,4990.80936400971
DEN,972,4870.63953225209
DEN,973,4692.42156142512
DEN,974,4673.07218173534
DEN,975,4606.87693542818
DEN,976,4516.2403674076
DEN,977,4583.45400211949
DEN,978,5159.86183919415
DEN,979,5254.57196083362
DEN,980,4899.15440758441
DEN,981,4557.99429200135
DEN,982,4272.8455386782
DEN,983,3942.88769554712
DEN,984,3602.74596836879
DEN,985,3377.68213092444
DEN,986,3262.60424119045
DEN,987,3214.73998616835
DEN,988,3223.90548181088
DEN,989,3304.3581657842
DEN,990,3554.88171334669
DEN,991,4180.17219384817
DEN,992,4889.98891194188
DEN,993,5131.34696386183
DEN,994,5206.70770581152
DEN,995,5300.39943904627
DEN,996,5245.40646519109
DEN,997,5121.16307981458
DEN,998,5139.49407109964
DEN,999,5064.13332914995
