location,technology,time_step,availability
DEN,SunPV,94,0.0
DEN,SunPV,95,0.0
DEN,SunPV,96,0.0
DEN,SunPV,97,0.0
DEN,SunPV,98,0.0
DEN,SunPV,99,0.0
DEN,SunPV,100,0.0
DEN,SunPV,101,0.0
DEN,SunPV,102,0.0
DEN,SunPV,103,0.0
DEN,SunPV,104,0.0
DEN,SunPV,105,0.002
DEN,SunPV,106,0.033
DEN,SunPV,107,0.051
DEN,SunPV,108,0.064
DEN,SunPV,109,0.055
DEN,SunPV,110,0.026
DEN,SunPV,111,0.005
DEN,SunPV,112,0.0
DEN,SunPV,113,0.0
DEN,SunPV,114,0.0
DEN,SunPV,115,0.0
DEN,SunPV,116,0.0
DEN,SunPV,117,0.0
DEN,SunPV,118,0.0
DEN,SunPV,119,0.0
DEN,SunPV,120,0.0
DEN,SunPV,121,0.0
DEN,SunPV,122,0.0
DEN,SunPV,123,0.0
DEN,SunPV,124,0.0
DEN,SunPV,125,0.0
DEN,SunPV,126,0.0
DEN,SunPV,127,0.0
DEN,SunPV,128,0.0
DEN,SunPV,129,0.0
DEN,SunPV,130,0.004
DEN,SunPV,131,0.011
DEN,SunPV,132,0.013
DEN,SunPV,133,0.012
DEN,SunPV,134,0.009
DEN,SunPV,135,0.001
DEN,SunPV,136,0.0
DEN,SunPV,137,0.0
DEN,SunPV,138,0.0
DEN,SunPV,139,0.0
DEN,SunPV,140,0.0
DEN,SunPV,141,0.0
DEN,SunPV,142,0.0
DEN,SunPV,143,0.0
DEN,SunPV,144,0.0
DEN,SunPV,145,0.0
DEN,SunPV,146,0.0
DEN,SunPV,147,0.0
DEN,SunPV,148,0.0
DEN,SunPV,149,0.0
DEN,SunPV,150,0.0
DEN,SunPV,151,0.0
DEN,SunPV,152,0.0
DEN,SunPV,153,0.012
DEN,SunPV,154,0.156
DEN,SunPV,155,0.245
DEN,SunPV,156,0.25
DEN,SunPV,157,0.18
DEN,SunPV,158,0.088
DEN,SunPV,159,0.029
DEN,SunPV,160,0.0
DEN,SunPV,161,0.0
DEN,SunPV,162,0.0
DEN,SunPV,163,0.0
DEN,SunPV,164,0.0
DEN,SunPV,165,0.0
DEN,SunPV,166,0.0
DEN,SunPV,167,0.0
DEN,SunPV,168,0.0
DEN,SunPV,169,0.0
DEN,SunPV,170,0.0
DEN,SunPV,171,0.0
DEN,SunPV,172,0.0
DEN,SunPV,173,0.0
DEN,SunPV,174,0.0
DEN,SunPV,175,0.0
DEN,SunPV,176,0.0
DEN,SunPV,177,0.003
DEN,SunPV,178,0.035
DEN,SunPV,179,0.056
DEN,SunPV,180,0.071
DEN,SunPV,181,0.053
DEN,SunPV,182,0.029
DEN,SunPV,183,0.006
DEN,SunPV,184,0.0
DEN,SunPV,185,0.0
DEN,SunPV,186,0.0
DEN,SunPV,187,0.0
DEN,SunPV,188,0.0
DEN,SunPV,189,0.0
DEN,SunPV,190,0.0
DEN,SunPV,191,0.0
DEN,SunPV,192,0.0
DEN,SunPV,193,0.0
DEN,SunPV,194,0.0
DEN,SunPV,195,0.0
DEN,SunPV,196,0.0
DEN,SunPV,197,0.0
DEN,SunPV,198,0.0
DEN,SunPV,199,0.0
DEN,SunPV,200,0.0
DEN,SunPV,201,0.006
DEN,SunPV,202,0.051
DEN,SunPV,203,0.098
DEN,SunPV,204,0.089
DEN,SunPV,205,0.079
DEN,SunPV,206,0.054
DEN,SunPV,207,0.027
DEN,SunPV,208,0.0
DEN,SunPV,209,0.0
DEN,SunPV,210,0.0
DEN,SunPV,211,0.0
DEN,SunPV,212,0.0
DEN,SunPV,213,0.0
DEN,SunPV,214,0.0
DEN,SunPV,215,0.0
DEN,SunPV,216,0.0
DEN,SunPV,217,0.0
DEN,SunPV,218,0.0
DEN,SunPV,219,0.0
DEN,SunPV,220,0.0
DEN,SunPV,221,0.0
DEN,SunPV,222,0.0
DEN,SunPV,223,0.0
DEN,SunPV,224,0.0
DEN,SunPV,225,0.0
DEN,SunPV,226,0.007
DEN,SunPV,227,0.028
DEN,SunPV,228,0.053
DEN,SunPV,229,0.069
DEN,SunPV,230,0.061
DEN,SunPV,231,0.015
DEN,SunPV,232,0.0
DEN,SunPV,233,0.0
DEN,SunPV,234,0.0
DEN,SunPV,235,0.0
DEN,SunPV,236,0.0
DEN,SunPV,237,0.0
DEN,SunPV,238,0.0
DEN,SunPV,239,0.0
DEN,SunPV,240,0.0
DEN,SunPV,241,0.0
DEN,SunPV,242,0.0
DEN,SunPV,243,0.0
DEN,SunPV,244,0.0
DEN,SunPV,245,0.0
DEN,SunPV,246,0.0
DEN,SunPV,247,0.0
DEN,SunPV,248,0.0
DEN,SunPV,249,0.018
DEN,SunPV,250,0.104
DEN,SunPV,251,0.12
DEN,SunPV,252,0.144
DEN,SunPV,253,0.118
DEN,SunPV,254,0.121
DEN,SunPV,255,0.058
DEN,SunPV,256,0.0
DEN,SunPV,257,0.0
DEN,SunPV,258,0.0
DEN,SunPV,259,0.0
DEN,SunPV,260,0.0
DEN,SunPV,261,0.0
DEN,SunPV,262,0.0
DEN,SunPV,263,0.0
DEN,SunPV,264,0.0
DEN,SunPV,265,0.0
DEN,SunPV,266,0.0
DEN,SunPV,267,0.0
DEN,SunPV,268,0.0
DEN,SunPV,269,0.0
DEN,SunPV,270,0.0
DEN,SunPV,271,0.0
DEN,SunPV,272,0.0
DEN,SunPV,273,0.001
DEN,SunPV,274,0.032
DEN,SunPV,275,0.032
DEN,SunPV,276,0.045
DEN,SunPV,277,0.048
DEN,SunPV,278,0.025
DEN,SunPV,279,0.023
DEN,SunPV,280,0.001
DEN,SunPV,281,0.0
DEN,SunPV,282,0.0
DEN,SunPV,283,0.0
DEN,SunPV,284,0.0
DEN,SunPV,285,0.0
DEN,SunPV,286,0.0
DEN,SunPV,287,0.0
DEN,SunPV,288,0.0
DEN,SunPV,289,0.0
DEN,SunPV,290,0.0
DEN,SunPV,291,0.0
DEN,SunPV,292,0.0
DEN,SunPV,293,0.0
DEN,SunPV,294,0.0
DEN,SunPV,295,0.0
DEN,SunPV,296,0.0
DEN,SunPV,297,0.002
DEN,SunPV,298,0.025
DEN,SunPV,299,0.044
DEN,SunPV,300,0.061
DEN,SunPV,301,0.061
DEN,SunPV,302,0.048
DEN,SunPV,303,0.013
DEN,SunPV,304,0.0
DEN,SunPV,305,0.0
DEN,SunPV,306,0.0
DEN,SunPV,307,0.0
DEN,SunPV,308,0.0
DEN,SunPV,309,0.0
DEN,SunPV,310,0.0
DEN,SunPV,311,0.0
DEN,SunPV,312,0.0
DEN,SunPV,313,0.0
DEN,SunPV,314,0.0
DEN,SunPV,315,0.0
DEN,SunPV,316,0.0
DEN,SunPV,317,0.0
DEN,SunPV,318,0.0
DEN,SunPV,319,0.0
DEN,SunPV,320,0.0
DEN,SunPV,321,0.015
DEN,SunPV,322,0.073
DEN,SunPV,323,0.089
DEN,SunPV,324,0.086
DEN,SunPV,325,0.097
DEN,SunPV,326,0.105
DEN,SunPV,327,0.047
DEN,SunPV,328,0.002
DEN,SunPV,329,0.0
DEN,SunPV,330,0.0
DEN,SunPV,331,0.0
DEN,SunPV,332,0.0
DEN,SunPV,333,0.0
DEN,SunPV,334,0.0
DEN,SunPV,335,0.0
DEN,SunPV,336,0.0
DEN,SunPV,337,0.0
DEN,SunPV,338,0.0
DEN,SunPV,339,0.0
DEN,SunPV,340,0.0
DEN,SunPV,341,0.0
DEN,SunPV,342,0.0
DEN,SunPV,343,0.0
DEN,SunPV,344,0.0
DEN,SunPV,345,0.002
DEN,SunPV,346,0.023
DEN,SunPV,347,0.055
DEN,SunPV,348,0.038
DEN,SunPV,349,0.03
DEN,SunPV,350,0.023
DEN,SunPV,351,0.009
DEN,SunPV,352,0.0
DEN,SunPV,353,0.0
DEN,SunPV,354,0.0
DEN,SunPV,355,0.0
DEN,SunPV,356,0.0
DEN,SunPV,357,0.0
DEN,SunPV,358,0.0
DEN,SunPV,359,0.0
DEN,SunPV,360,0.0
DEN,SunPV,361,0.0
DEN,SunPV,362,0.0
DEN,SunPV,363,0.0
DEN,SunPV,364,0.0
DEN,SunPV,365,0.0
DEN,SunPV,366,0.0
DEN,SunPV,367,0.0
DEN,SunPV,368,0.0
DEN,SunPV,369,0.012
DEN,SunPV,370,0.068
DEN,SunPV,371,0.127
DEN,SunPV,372,0.172
DEN,SunPV,373,0.165
DEN,SunPV,374,0.107
DEN,SunPV,375,0.047
DEN,SunPV,376,0.003
DEN,SunPV,377,0.0
DEN,SunPV,378,0.0
DEN,SunPV,379,0.0
DEN,SunPV,380,0.0
DEN,SunPV,381,0.0
DEN,SunPV,382,0.0
DEN,SunPV,383,0.0
DEN,SunPV,384,0.0
DEN,SunPV,385,0.0
DEN,SunPV,386,0.0
DEN,SunPV,387,0.0
DEN,SunPV,388,0.0
DEN,SunPV,389,0.0
DEN,SunPV,390,0.0
DEN,SunPV,391,0.0
DEN,SunPV,392,0.0
DEN,SunPV,393,0.048
DEN,SunPV,394,0.191
DEN,SunPV,395,0.293
DEN,SunPV,396,0.314
DEN,SunPV,397,0.303
DEN,SunPV,398,0.174
DEN,SunPV,399,0.06
DEN,SunPV,400,0.004
DEN,SunPV,401,0.0
DEN,SunPV,402,0.0
DEN,SunPV,403,0.0
DEN,SunPV,404,0.0
DEN,SunPV,405,0.0
DEN,SunPV,406,0.0
DEN,SunPV,407,0.0
DEN,SunPV,408,0.0
DEN,SunPV,409,0.0
DEN,SunPV,410,0.0
DEN,SunPV,411,0.0
DEN,SunPV,412,0.0
DEN,SunPV,413,0.0
DEN,SunPV,414,0.0
DEN,SunPV,415,0.0
DEN,SunPV,416,0.0
DEN,SunPV,417,0.011
DEN,SunPV,418,0.061
DEN,SunPV,419,0.091
DEN,SunPV,420,0.083
DEN,SunPV,421,0.077
DEN,SunPV,422,0.069
DEN,SunPV,423,0.031
DEN,SunPV,424,0.0
DEN,SunPV,425,0.0
DEN,SunPV,426,0.0
DEN,SunPV,427,0.0
DEN,SunPV,428,0.0
DEN,SunPV,429,0.0
DEN,SunPV,430,0.0
DEN,SunPV,431,0.0
DEN,SunPV,432,0.0
DEN,SunPV,433,0.0
DEN,SunPV,434,0.0
DEN,SunPV,435,0.0
DEN,SunPV,436,0.0
DEN,SunPV,437,0.0
DEN,SunPV,438,0.0
DEN,SunPV,439,0.0
DEN,SunPV,440,0.0
DEN,SunPV,441,0.016
DEN,SunPV,442,0.082
DEN,SunPV,443,0.117
DEN,SunPV,444,0.121
DEN,SunPV,445,0.094
DEN,SunPV,446,0.068
DEN,SunPV,447,0.022
DEN,SunPV,448,0.0
DEN,SunPV,449,0.0
DEN,SunPV,450,0.0
DEN,SunPV,451,0.0
DEN,SunPV,452,0.0
DEN,SunPV,453,0.0
DEN,SunPV,454,0.0
DEN,SunPV,455,0.0
DEN,SunPV,456,0.0
DEN,SunPV,457,0.0
DEN,SunPV,458,0.0
DEN,SunPV,459,0.0
DEN,SunPV,460,0.0
DEN,SunPV,461,0.0
DEN,SunPV,462,0.0
DEN,SunPV,463,0.0
DEN,SunPV,464,0.0
DEN,SunPV,465,0.014
DEN,SunPV,466,0.045
DEN,SunPV,467,0.054
DEN,SunPV,468,0.065
DEN,SunPV,469,0.054
DEN,SunPV,470,0.043
DEN,SunPV,471,0.019
DEN,SunPV,472,0.0
DEN,SunPV,473,0.0
DEN,SunPV,474,0.0
DEN,SunPV,475,0.0
DEN,SunPV,476,0.0
DEN,SunPV,477,0.0
DEN,SunPV,478,0.0
DEN,SunPV,479,0.0
DEN,SunPV,480,0.0
DEN,SunPV,481,0.0
DEN,SunPV,482,0.0
DEN,SunPV,483,0.0
DEN,SunPV,484,0.0
DEN,SunPV,485,0.0
DEN,SunPV,486,0.0
DEN,SunPV,487,0.0
DEN,SunPV,488,0.0
DEN,SunPV,489,0.026
DEN,SunPV,490,0.069
DEN,SunPV,491,0.093
DEN,SunPV,492,0.1
DEN,SunPV,493,0.089
DEN,SunPV,494,0.069
DEN,SunPV,495,0.04
DEN,SunPV,496,0.003
DEN,SunPV,497,0.0
DEN,SunPV,498,0.0
DEN,SunPV,499,0.0
DEN,SunPV,500,0.0
DEN,SunPV,501,0.0
DEN,SunPV,502,0.0
DEN,SunPV,503,0.0
DEN,SunPV,504,0.0
DEN,SunPV,505,0.0
DEN,SunPV,506,0.0
DEN,SunPV,507,0.0
DEN,SunPV,508,0.0
DEN,SunPV,509,0.0
DEN,SunPV,510,0.0
DEN,SunPV,511,0.0
DEN,SunPV,512,0.0
DEN,SunPV,513,0.038
DEN,SunPV,514,0.116
DEN,SunPV,515,0.144
DEN,SunPV,516,0.142
DEN,SunPV,517,0.126
DEN,SunPV,518,0.117
DEN,SunPV,519,0.061
DEN,SunPV,520,0.005
DEN,SunPV,521,0.0
DEN,SunPV,522,0.0
DEN,SunPV,523,0.0
DEN,SunPV,524,0.0
DEN,SunPV,525,0.0
DEN,SunPV,526,0.0
DEN,SunPV,527,0.0
DEN,SunPV,528,0.0
DEN,SunPV,529,0.0
DEN,SunPV,530,0.0
DEN,SunPV,531,0.0
DEN,SunPV,532,0.0
DEN,SunPV,533,0.0
DEN,SunPV,534,0.0
DEN,SunPV,535,0.0
DEN,SunPV,536,0.0
DEN,SunPV,537,0.016
DEN,SunPV,538,0.061
DEN,SunPV,539,0.073
DEN,SunPV,540,0.094
DEN,SunPV,541,0.091
DEN,SunPV,542,0.089
DEN,SunPV,543,0.058
DEN,SunPV,544,0.006
DEN,SunPV,545,0.0
DEN,SunPV,546,0.0
DEN,SunPV,547,0.0
DEN,SunPV,548,0.0
DEN,SunPV,549,0.0
DEN,SunPV,550,0.0
DEN,SunPV,551,0.0
DEN,SunPV,552,0.0
DEN,SunPV,553,0.0
DEN,SunPV,554,0.0
DEN,SunPV,555,0.0
DEN,SunPV,556,0.0
DEN,SunPV,557,0.0
DEN,SunPV,558,0.0
DEN,SunPV,559,0.0
DEN,SunPV,560,0.0
DEN,SunPV,561,0.008
DEN,SunPV,562,0.02
DEN,SunPV,563,0.033
DEN,SunPV,564,0.056
DEN,SunPV,565,0.061
DEN,SunPV,566,0.048
DEN,SunPV,567,0.035
DEN,SunPV,568,0.004
DEN,SunPV,569,0.0
DEN,SunPV,570,0.0
DEN,SunPV,571,0.0
DEN,SunPV,572,0.0
DEN,SunPV,573,0.0
DEN,SunPV,574,0.0
DEN,SunPV,575,0.0
DEN,SunPV,576,0.0
DEN,SunPV,577,0.0
DEN,SunPV,578,0.0
DEN,SunPV,579,0.0
DEN,SunPV,580,0.0
DEN,SunPV,581,0.0
DEN,SunPV,582,0.0
DEN,SunPV,583,0.0
DEN,SunPV,584,0.0
DEN,SunPV,585,0.04
DEN,SunPV,586,0.109
DEN,SunPV,587,0.161
DEN,SunPV,588,0.186
DEN,SunPV,589,0.152
DEN,SunPV,590,0.134
DEN,SunPV,591,0.086
DEN,SunPV,592,0.009
DEN,SunPV,593,0.0
DEN,SunPV,594,0.0
DEN,SunPV,595,0.0
DEN,SunPV,596,0.0
DEN,SunPV,597,0.0
DEN,SunPV,598,0.0
DEN,SunPV,599,0.0
DEN,SunPV,600,0.0
DEN,SunPV,601,0.0
DEN,SunPV,602,0.0
DEN,SunPV,603,0.0
DEN,SunPV,604,0.0
DEN,SunPV,605,0.0
DEN,SunPV,606,0.0
DEN,SunPV,607,0.0
DEN,SunPV,608,0.0
DEN,SunPV,609,0.006
DEN,SunPV,610,0.021
DEN,SunPV,611,0.03
DEN,SunPV,612,0.032
DEN,SunPV,613,0.031
DEN,SunPV,614,0.03
DEN,SunPV,615,0.014
DEN,SunPV,616,0.0
DEN,SunPV,617,0.0
DEN,SunPV,618,0.0
DEN,SunPV,619,0.0
DEN,SunPV,620,0.0
DEN,SunPV,621,0.0
DEN,SunPV,622,0.0
DEN,SunPV,623,0.0
DEN,SunPV,624,0.0
DEN,SunPV,625,0.0
DEN,SunPV,626,0.0
DEN,SunPV,627,0.0
DEN,SunPV,628,0.0
DEN,SunPV,629,0.0
DEN,SunPV,630,0.0
DEN,SunPV,631,0.0
DEN,SunPV,632,0.0
DEN,SunPV,633,0.06
DEN,SunPV,634,0.156
DEN,SunPV,635,0.285
DEN,SunPV,636,0.388
DEN,SunPV,637,0.354
DEN,SunPV,638,0.27
DEN,SunPV,639,0.147
DEN,SunPV,640,0.019
DEN,SunPV,641,0.0
DEN,SunPV,642,0.0
DEN,SunPV,643,0.0
DEN,SunPV,644,0.0
DEN,SunPV,645,0.0
DEN,SunPV,646,0.0
DEN,SunPV,647,0.0
DEN,SunPV,648,0.0
DEN,SunPV,649,0.0
DEN,SunPV,650,0.0
DEN,SunPV,651,0.0
DEN,SunPV,652,0.0
DEN,SunPV,653,0.0
DEN,SunPV,654,0.0
DEN,SunPV,655,0.0
DEN,SunPV,656,0.0
DEN,SunPV,657,0.007
DEN,SunPV,658,0.033
DEN,SunPV,659,0.02
DEN,SunPV,660,0.018
DEN,SunPV,661,0.017
DEN,SunPV,662,0.019
DEN,SunPV,663,0.01
DEN,SunPV,664,0.0
DEN,SunPV,665,0.0
DEN,SunPV,666,0.0
DEN,SunPV,667,0.0
DEN,SunPV,668,0.0
DEN,SunPV,669,0.0
DEN,SunPV,670,0.0
DEN,SunPV,671,0.0
DEN,SunPV,672,0.0
DEN,SunPV,673,0.0
DEN,SunPV,674,0.0
DEN,SunPV,675,0.0
DEN,SunPV,676,0.0
DEN,SunPV,677,0.0
DEN,SunPV,678,0.0
DEN,SunPV,679,0.0
DEN,SunPV,680,0.0
DEN,SunPV,681,0.07
DEN,SunPV,682,0.154
DEN,SunPV,683,0.215
DEN,SunPV,684,0.198
DEN,SunPV,685,0.138
DEN,SunPV,686,0.104
DEN,SunPV,687,0.086
DEN,SunPV,688,0.013
DEN,SunPV,689,0.0
DEN,SunPV,690,0.0
DEN,SunPV,691,0.0
DEN,SunPV,692,0.0
DEN,SunPV,693,0.0
DEN,SunPV,694,0.0
DEN,SunPV,695,0.0
DEN,SunPV,696,0.0
DEN,SunPV,697,0.0
DEN,SunPV,698,0.0
DEN,SunPV,699,0.0
DEN,SunPV,700,0.0
DEN,SunPV,701,0.0
DEN,SunPV,702,0.0
DEN,SunPV,703,0.0
DEN,SunPV,704,0.0
DEN,SunPV,705,0.066
DEN,SunPV,706,0.113
DEN,SunPV,707,0.125
DEN,SunPV,708,0.132
DEN,SunPV,709,0.114
DEN,SunPV,710,0.092
DEN,SunPV,711,0.064
DEN,SunPV,712,0.009
DEN,SunPV,713,0.0
DEN,SunPV,714,0.0
DEN,SunPV,715,0.0
DEN,SunPV,716,0.0
DEN,SunPV,717,0.0
DEN,SunPV,718,0.0
DEN,SunPV,719,0.0
DEN,SunPV,720,0.0
DEN,SunPV,721,0.0
DEN,SunPV,722,0.0
DEN,SunPV,723,0.0
DEN,SunPV,724,0.0
DEN,SunPV,725,0.0
DEN,SunPV,726,0.0
DEN,SunPV,727,0.0
DEN,SunPV,728,0.0
DEN,SunPV,729,0.071
DEN,SunPV,730,0.13
DEN,SunPV,731,0.176
DEN,SunPV,732,0.18
DEN,SunPV,733,0.171
DEN,SunPV,734,0.151
DEN,SunPV,735,0.094
DEN,SunPV,736,0.011
DEN,SunPV,737,0.0
DEN,SunPV,738,0.0
DEN,SunPV,739,0.0
DEN,SunPV,740,0.0
DEN,SunPV,741,0.0
DEN,SunPV,742,0.0
DEN,SunPV,743,0.0
DEN,SunPV,744,0.0
DEN,SunPV,745,0.0
DEN,SunPV,746,0.0
DEN,SunPV,747,0.0
DEN,SunPV,748,0.0
DEN,SunPV,749,0.0
DEN,SunPV,750,0.0
DEN,SunPV,751,0.0
DEN,SunPV,752,0.001
DEN,SunPV,753,0.061
DEN,SunPV,754,0.14
DEN,SunPV,755,0.196
DEN,SunPV,756,0.198
DEN,SunPV,757,0.176
DEN,SunPV,758,0.171
DEN,SunPV,759,0.096
DEN,SunPV,760,0.018
DEN,SunPV,761,0.0
DEN,SunPV,762,0.0
DEN,SunPV,763,0.0
DEN,SunPV,764,0.0
DEN,SunPV,765,0.0
DEN,SunPV,766,0.0
DEN,SunPV,767,0.0
DEN,SunPV,768,0.0
DEN,SunPV,769,0.0
DEN,SunPV,770,0.0
DEN,SunPV,771,0.0
DEN,SunPV,772,0.0
DEN,SunPV,773,0.0
DEN,SunPV,774,0.0
DEN,SunPV,775,0.0
DEN,SunPV,776,0.0
DEN,SunPV,777,0.027
DEN,SunPV,778,0.084
DEN,SunPV,779,0.124
DEN,SunPV,780,0.133
DEN,SunPV,781,0.144
DEN,SunPV,782,0.116
DEN,SunPV,783,0.063
DEN,SunPV,784,0.011
DEN,SunPV,785,0.0
DEN,SunPV,786,0.0
DEN,SunPV,787,0.0
DEN,SunPV,788,0.0
DEN,SunPV,789,0.0
DEN,SunPV,790,0.0
DEN,SunPV,791,0.0
DEN,SunPV,792,0.0
DEN,SunPV,793,0.0
DEN,SunPV,794,0.0
DEN,SunPV,795,0.0
DEN,SunPV,796,0.0
DEN,SunPV,797,0.0
DEN,SunPV,798,0.0
DEN,SunPV,799,0.0
DEN,SunPV,800,0.0
DEN,SunPV,801,0.029
DEN,SunPV,802,0.075
DEN,SunPV,803,0.116
DEN,SunPV,804,0.118
DEN,SunPV,805,0.092
DEN,SunPV,806,0.076
DEN,SunPV,807,0.046
DEN,SunPV,808,0.008
DEN,SunPV,809,0.0
DEN,SunPV,810,0.0
DEN,SunPV,811,0.0
DEN,SunPV,812,0.0
DEN,SunPV,813,0.0
DEN,SunPV,814,0.0
DEN,SunPV,815,0.0
DEN,SunPV,816,0.0
DEN,SunPV,817,0.0
DEN,SunPV,818,0.0
DEN,SunPV,819,0.0
DEN,SunPV,820,0.0
DEN,SunPV,821,0.0
DEN,SunPV,822,0.0
DEN,SunPV,823,0.0
DEN,SunPV,824,0.0
DEN,SunPV,825,0.053
DEN,SunPV,826,0.09
DEN,SunPV,827,0.1
DEN,SunPV,828,0.098
DEN,SunPV,829,0.075
DEN,SunPV,830,0.039
DEN,SunPV,831,0.019
DEN,SunPV,832,0.004
DEN,SunPV,833,0.0
DEN,SunPV,834,0.0
DEN,SunPV,835,0.0
DEN,SunPV,836,0.0
DEN,SunPV,837,0.0
DEN,SunPV,838,0.0
DEN,SunPV,839,0.0
DEN,SunPV,840,0.0
DEN,SunPV,841,0.0
DEN,SunPV,842,0.0
DEN,SunPV,843,0.0
DEN,SunPV,844,0.0
DEN,SunPV,845,0.0
DEN,SunPV,846,0.0
DEN,SunPV,847,0.0
DEN,SunPV,848,0.0
DEN,SunPV,849,0.044
DEN,SunPV,850,0.113
DEN,SunPV,851,0.138
DEN,SunPV,852,0.163
DEN,SunPV,853,0.18
DEN,SunPV,854,0.132
DEN,SunPV,855,0.085
DEN,SunPV,856,0.028
DEN,SunPV,857,0.0
DEN,SunPV,858,0.0
DEN,SunPV,859,0.0
DEN,SunPV,860,0.0
DEN,SunPV,861,0.0
DEN,SunPV,862,0.0
DEN,SunPV,863,0.0
DEN,SunPV,864,0.0
DEN,SunPV,865,0.0
DEN,SunPV,866,0.0
DEN,SunPV,867,0.0
DEN,SunPV,868,0.0
DEN,SunPV,869,0.0
DEN,SunPV,870,0.0
DEN,SunPV,871,0.0
DEN,SunPV,872,0.002
DEN,SunPV,873,0.068
DEN,SunPV,874,0.102
DEN,SunPV,875,0.131
DEN,SunPV,876,0.153
DEN,SunPV,877,0.153
DEN,SunPV,878,0.119
DEN,SunPV,879,0.053
DEN,SunPV,880,0.008
DEN,SunPV,881,0.0
DEN,SunPV,882,0.0
DEN,SunPV,883,0.0
DEN,SunPV,884,0.0
DEN,SunPV,885,0.0
DEN,SunPV,886,0.0
DEN,SunPV,887,0.0
DEN,SunPV,888,0.0
DEN,SunPV,889,0.0
DEN,SunPV,890,0.0
DEN,SunPV,891,0.0
DEN,SunPV,892,0.0
DEN,SunPV,893,0.0
DEN,SunPV,894,0.0
DEN,SunPV,895,0.0
DEN,SunPV,896,0.004
DEN,SunPV,897,0.087
DEN,SunPV,898,0.123
DEN,SunPV,899,0.094
DEN,SunPV,900,0.112
DEN,SunPV,901,0.113
DEN,SunPV,902,0.12
DEN,SunPV,903,0.098
DEN,SunPV,904,0.031
DEN,SunPV,905,0.0
DEN,SunPV,906,0.0
DEN,SunPV,907,0.0
DEN,SunPV,908,0.0
DEN,SunPV,909,0.0
DEN,SunPV,910,0.0
DEN,SunPV,911,0.0
DEN,SunPV,912,0.0
DEN,SunPV,913,0.0
DEN,SunPV,914,0.0
DEN,SunPV,915,0.0
DEN,SunPV,916,0.0
DEN,SunPV,917,0.0
DEN,SunPV,918,0.0
DEN,SunPV,919,0.0
DEN,SunPV,920,0.006
DEN,SunPV,921,0.119
DEN,SunPV,922,0.254
DEN,SunPV,923,0.418
DEN,SunPV,924,0.457
DEN,SunPV,925,0.43
DEN,SunPV,926,0.325
DEN,SunPV,927,0.159
DEN,SunPV,928,0.038
DEN,SunPV,929,0.0
DEN,SunPV,930,0.0
DEN,SunPV,931,0.0
